"Code département";"Libellé département";"Code canton";"Libellé canton";Inscrits;Votants;"% Votants";Abstentions;"% Abstentions";Exprimés;"% Exprimés/inscrits";"% Exprimés/votants";Blancs;"% Blancs/inscrits";"% Blancs/votants";Nuls;"% Nuls/inscrits";"% Nuls/votants";"Nuance candidat 1";"Voix 1";"% Voix/inscrits 1";"% Voix/exprimés 1";"Nuance candidat 2";"Voix 2";"% Voix/inscrits 2";"% Voix/exprimés 2";"Nuance candidat 3";"Voix 3";"% Voix/inscrits 3";"% Voix/exprimés 3";"Nuance candidat 4";"Voix 4";"% Voix/inscrits 4";"% Voix/exprimés 4";"Nuance candidat 5";"Voix 5";"% Voix/inscrits 5";"% Voix/exprimés 5";"Nuance candidat 6";"Voix 6";"% Voix/inscrits 6";"% Voix/exprimés 6"
"29";Finistère;"2921";"Pont-de-Buis-lès-Quimerch";22218;16738;"75,34%";5480;"24,66%";15579;"70,12%";"93,08%";923;"4,15%";"5,51%";236;"1,06%";"1,41%";UG;9158;"41,22%";"58,78%";ENS;1389;"6,25%";"8,92%";RN;5032;"22,65%";"32,30%";;;;;;;;;;;;
"29";Finistère;"2922";"Pont-l'Abbé";23973;18205;"75,94%";5768;"24,06%";17638;"73,57%";"96,89%";409;"1,71%";"2,25%";158;"0,66%";"0,87%";UG;5898;"24,60%";"33,44%";ENS;6819;"28,44%";"38,66%";RN;4921;"20,53%";"27,90%";;;;;;;;;;;;
"29";Finistère;"2923";"Quimper-1";28936;21488;"74,26%";7448;"25,74%";20844;"72,03%";"97,00%";466;"1,61%";"2,17%";178;"0,62%";"0,83%";UG;8426;"29,12%";"40,42%";ENS;7296;"25,21%";"35,00%";RN;5122;"17,70%";"24,57%";;;;;;;;;;;;
"29";Finistère;"2924";"Quimper-2";27597;20702;"75,02%";6895;"24,98%";20163;"73,06%";"97,40%";380;"1,38%";"1,84%";159;"0,58%";"0,77%";UG;8050;"29,17%";"39,92%";ENS;7875;"28,54%";"39,06%";RN;4238;"15,36%";"21,02%";;;;;;;;;;;;
"29";Finistère;"2925";Quimperlé;26471;19326;"73,01%";7145;"26,99%";17967;"67,87%";"92,97%";982;"3,71%";"5,08%";377;"1,42%";"1,95%";ENS;11477;"43,36%";"63,88%";RN;6490;"24,52%";"36,12%";;;;;;;;;;;;;;;;
"29";Finistère;"2926";"Saint-Pol-de-Léon";26222;19182;"73,15%";7040;"26,85%";18565;"70,80%";"96,78%";481;"1,83%";"2,51%";136;"0,52%";"0,71%";UG;3649;"13,92%";"19,66%";ENS;9465;"36,10%";"50,98%";RN;5451;"20,79%";"29,36%";;;;;;;;;;;;
"29";Finistère;"2927";"Saint-Renan";34724;26200;"75,45%";8524;"24,55%";24847;"71,56%";"94,84%";1124;"3,24%";"4,29%";229;"0,66%";"0,87%";UG;372;"1,07%";"1,50%";ENS;17264;"49,72%";"69,48%";RN;7211;"20,77%";"29,02%";;;;;;;;;;;;
"2A";"Corse-du-Sud";"2A01";"Ajaccio-1";8812;6266;"71,11%";2546;"28,89%";6006;"68,16%";"95,85%";152;"1,72%";"2,43%";108;"1,23%";"1,72%";ENS;4208;"47,75%";"70,06%";RN;1798;"20,40%";"29,94%";;;;;;;;;;;;;;;;
"2A";"Corse-du-Sud";"2A02";"Ajaccio-2";7048;4674;"66,32%";2374;"33,68%";4447;"63,10%";"95,14%";134;"1,90%";"2,87%";93;"1,32%";"1,99%";ENS;3012;"42,74%";"67,73%";RN;1435;"20,36%";"32,27%";;;;;;;;;;;;;;;;
"2A";"Corse-du-Sud";"2A03";"Ajaccio-3";8549;5231;"61,19%";3318;"38,81%";5005;"58,54%";"95,68%";151;"1,77%";"2,89%";75;"0,88%";"1,43%";REG;738;"8,63%";"14,75%";ENS;2081;"24,34%";"41,58%";RN;2186;"25,57%";"43,68%";;;;;;;;;;;;
"2A";"Corse-du-Sud";"2A04";"Ajaccio-4";7712;4704;"61,00%";3008;"39,00%";4553;"59,04%";"96,79%";100;"1,30%";"2,13%";51;"0,66%";"1,08%";REG;2308;"29,93%";"50,69%";RN;2245;"29,11%";"49,31%";;;;;;;;;;;;;;;;
"2A";"Corse-du-Sud";"2A05";"Ajaccio-5";11507;7387;"64,20%";4120;"35,80%";7057;"61,33%";"95,53%";235;"2,04%";"3,18%";95;"0,83%";"1,29%";REG;512;"4,45%";"7,26%";ENS;3425;"29,76%";"48,53%";RN;3120;"27,11%";"44,21%";;;;;;;;;;;;
"2A";"Corse-du-Sud";"2A06";Bavella;10925;7771;"71,13%";3154;"28,87%";7494;"68,59%";"96,44%";171;"1,57%";"2,20%";106;"0,97%";"1,36%";REG;4919;"45,03%";"65,64%";RN;2575;"23,57%";"34,36%";;;;;;;;;;;;;;;;
"2A";"Corse-du-Sud";"2A07";"Grand Sud";13571;9455;"69,67%";4116;"30,33%";9149;"67,42%";"96,76%";167;"1,23%";"1,77%";139;"1,02%";"1,47%";REG;5728;"42,21%";"62,61%";RN;3421;"25,21%";"37,39%";;;;;;;;;;;;;;;;
"2A";"Corse-du-Sud";"2A08";"Gravona-Prunelli";14339;9154;"63,84%";5185;"36,16%";8738;"60,94%";"95,46%";269;"1,88%";"2,94%";147;"1,03%";"1,61%";REG;475;"3,31%";"5,44%";ENS;4595;"32,05%";"52,59%";RN;3668;"25,58%";"41,98%";;;;;;;;;;;;
"2A";"Corse-du-Sud";"2A09";"Sartenais-Valinco";9512;6416;"67,45%";3096;"32,55%";6135;"64,50%";"95,62%";193;"2,03%";"3,01%";88;"0,93%";"1,37%";REG;3733;"39,25%";"60,85%";RN;2402;"25,25%";"39,15%";;;;;;;;;;;;;;;;
"2A";"Corse-du-Sud";"2A10";"Sevi-Sorru-Cinarca";8109;5492;"67,73%";2617;"32,27%";5201;"64,14%";"94,70%";168;"2,07%";"3,06%";123;"1,52%";"2,24%";ENS;3572;"44,05%";"68,68%";RN;1629;"20,09%";"31,32%";;;;;;;;;;;;;;;;
"2A";"Corse-du-Sud";"2A11";"Taravo-Ornano";14906;10257;"68,81%";4649;"31,19%";9750;"65,41%";"95,06%";363;"2,44%";"3,54%";144;"0,97%";"1,40%";REG;5556;"37,27%";"56,98%";RN;4194;"28,14%";"43,02%";;;;;;;;;;;;;;;;
"2B";"Haute-Corse";"2B01";"Bastia-1";8096;5144;"63,54%";2952;"36,46%";4815;"59,47%";"93,60%";227;"2,80%";"4,41%";102;"1,26%";"1,98%";REG;3081;"38,06%";"63,99%";RN;1734;"21,42%";"36,01%";;;;;;;;;;;;;;;;
"2B";"Haute-Corse";"2B02";"Bastia-2";5838;3801;"65,11%";2037;"34,89%";3553;"60,86%";"93,48%";144;"2,47%";"3,79%";104;"1,78%";"2,74%";REG;2575;"44,11%";"72,47%";RN;978;"16,75%";"27,53%";;;;;;;;;;;;;;;;
"2B";"Haute-Corse";"2B03";"Bastia-3";5976;3456;"57,83%";2520;"42,17%";3284;"54,95%";"95,02%";114;"1,91%";"3,30%";58;"0,97%";"1,68%";REG;1997;"33,42%";"60,81%";RN;1287;"21,54%";"39,19%";;;;;;;;;;;;;;;;
"2B";"Haute-Corse";"2B04";"Bastia-4";8837;5410;"61,22%";3427;"38,78%";5245;"59,35%";"96,95%";100;"1,13%";"1,85%";65;"0,74%";"1,20%";REG;3303;"37,38%";"62,97%";RN;1942;"21,98%";"37,03%";;;;;;;;;;;;;;;;
"2B";"Haute-Corse";"2B05";"Biguglia-Nebbio";10543;7445;"70,62%";3098;"29,38%";7096;"67,31%";"95,31%";216;"2,05%";"2,90%";133;"1,26%";"1,79%";REG;4539;"43,05%";"63,97%";RN;2557;"24,25%";"36,03%";;;;;;;;;;;;;;;;
"2B";"Haute-Corse";"2B06";Borgo;9027;5325;"58,99%";3702;"41,01%";5166;"57,23%";"97,01%";118;"1,31%";"2,22%";41;"0,45%";"0,77%";REG;2873;"31,83%";"55,61%";RN;2293;"25,40%";"44,39%";;;;;;;;;;;;;;;;
"2B";"Haute-Corse";"2B07";Calvi;9893;6944;"70,19%";2949;"29,81%";6646;"67,18%";"95,71%";174;"1,76%";"2,51%";124;"1,25%";"1,79%";REG;2726;"27,55%";"41,02%";DVD;3920;"39,62%";"58,98%";;;;;;;;;;;;;;;;
"2B";"Haute-Corse";"2B08";"Cap Corse";11549;8165;"70,70%";3384;"29,30%";7800;"67,54%";"95,53%";211;"1,83%";"2,58%";154;"1,33%";"1,89%";REG;5394;"46,71%";"69,15%";RN;2406;"20,83%";"30,85%";;;;;;;;;;;;;;;;
"2B";"Haute-Corse";"2B09";"Casinca-Fiumalto";9568;6166;"64,44%";3402;"35,56%";5874;"61,39%";"95,26%";203;"2,12%";"3,29%";89;"0,93%";"1,44%";REG;2109;"22,04%";"35,90%";DVD;3765;"39,35%";"64,10%";;;;;;;;;;;;;;;;
"2B";"Haute-Corse";"2B10";Castagniccia;8834;6206;"70,25%";2628;"29,75%";5986;"67,76%";"96,46%";159;"1,80%";"2,56%";61;"0,69%";"0,98%";REG;2327;"26,34%";"38,87%";DVD;3659;"41,42%";"61,13%";;;;;;;;;;;;;;;;
"2B";"Haute-Corse";"2B11";Corte;5480;3876;"70,73%";1604;"29,27%";3680;"67,15%";"94,94%";111;"2,03%";"2,86%";85;"1,55%";"2,19%";REG;1815;"33,12%";"49,32%";DVD;1865;"34,03%";"50,68%";;;;;;;;;;;;;;;;
"2B";"Haute-Corse";"2B12";"Fiumorbo-Castello";8340;5409;"64,86%";2931;"35,14%";5142;"61,65%";"95,06%";171;"2,05%";"3,16%";96;"1,15%";"1,77%";REG;2406;"28,85%";"46,79%";DVD;2736;"32,81%";"53,21%";;;;;;;;;;;;;;;;
"2B";"Haute-Corse";"2B13";Ghisonaccia;7214;5119;"70,96%";2095;"29,04%";4917;"68,16%";"96,05%";130;"1,80%";"2,54%";72;"1,00%";"1,41%";REG;1958;"27,14%";"39,82%";DVD;2959;"41,02%";"60,18%";;;;;;;;;;;;;;;;
"2B";"Haute-Corse";"2B14";"Golo-Morosaglia";10015;7249;"72,38%";2766;"27,62%";6998;"69,88%";"96,54%";176;"1,76%";"2,43%";75;"0,75%";"1,03%";REG;4049;"40,43%";"57,86%";DVD;2867;"28,63%";"40,97%";RN;82;"0,82%";"1,17%";;;;;;;;;;;;
"2B";"Haute-Corse";"2B15";"L'Ile-Rousse";8609;6045;"70,22%";2564;"29,78%";5761;"66,92%";"95,30%";196;"2,28%";"3,24%";88;"1,02%";"1,46%";REG;3374;"39,19%";"58,57%";DVD;2331;"27,08%";"40,46%";RN;56;"0,65%";"0,97%";;;;;;;;;;;;
"30";Gard;"3002";"Alès-1";24217;16129;"66,60%";8088;"33,40%";14700;"60,70%";"91,14%";1048;"4,33%";"6,50%";381;"1,57%";"2,36%";UG;6707;"27,70%";"45,63%";RN;28;"0,12%";"0,19%";UXD;7965;"32,89%";"54,18%";;;;;;;;;;;;
"30";Gard;"3003";"Alès-2";21902;14811;"67,62%";7091;"32,38%";13761;"62,83%";"92,91%";775;"3,54%";"5,23%";275;"1,26%";"1,86%";UG;6409;"29,26%";"46,57%";RN;7352;"33,57%";"53,43%";;;;;;;;;;;;;;;;
"30";Gard;"3004";"Alès-3";21008;14211;"67,65%";6797;"32,35%";13025;"62,00%";"91,65%";833;"3,97%";"5,86%";353;"1,68%";"2,48%";UG;5348;"25,46%";"41,06%";RN;7025;"33,44%";"53,93%";UXD;652;"3,10%";"5,01%";;;;;;;;;;;;
"30";Gard;"3005";"Bagnols-sur-Cèze";21937;14547;"66,31%";7390;"33,69%";13305;"60,65%";"91,46%";948;"4,32%";"6,52%";294;"1,34%";"2,02%";UG;5592;"25,49%";"42,03%";RN;7713;"35,16%";"57,97%";;;;;;;;;;;;;;;;
"30";Gard;"3006";Beaucaire;26928;18111;"67,26%";8817;"32,74%";16651;"61,84%";"91,94%";1079;"4,01%";"5,96%";381;"1,41%";"2,10%";UG;5692;"21,14%";"34,18%";RN;10959;"40,70%";"65,82%";;;;;;;;;;;;;;;;
"30";Gard;"3007";Calvisson;10346;7487;"72,37%";2859;"27,63%";6902;"66,71%";"92,19%";432;"4,18%";"5,77%";153;"1,48%";"2,04%";UG;2706;"26,16%";"39,21%";RN;1434;"13,86%";"20,78%";UXD;2762;"26,70%";"40,02%";;;;;;;;;;;;
"30";Gard;"3008";"La Grand-Combe";16348;11295;"69,09%";5053;"30,91%";10355;"63,34%";"91,68%";649;"3,97%";"5,75%";291;"1,78%";"2,58%";UG;5771;"35,30%";"55,73%";UXD;4584;"28,04%";"44,27%";;;;;;;;;;;;;;;;
"30";Gard;"3009";Marguerittes;30594;21050;"68,80%";9544;"31,20%";19119;"62,49%";"90,83%";1461;"4,78%";"6,94%";470;"1,54%";"2,23%";UG;6950;"22,72%";"36,35%";RN;12169;"39,78%";"63,65%";;;;;;;;;;;;;;;;
"30";Gard;"3010";"Nîmes-1";27535;18783;"68,21%";8752;"31,79%";16667;"60,53%";"88,73%";1623;"5,89%";"8,64%";493;"1,79%";"2,62%";UG;8486;"30,82%";"50,91%";RN;8181;"29,71%";"49,09%";;;;;;;;;;;;;;;;
"30";Gard;"3011";"Nîmes-2";20664;11945;"57,81%";8719;"42,19%";11194;"54,17%";"93,71%";548;"2,65%";"4,59%";203;"0,98%";"1,70%";UG;6472;"31,32%";"57,82%";RN;4722;"22,85%";"42,18%";;;;;;;;;;;;;;;;
"30";Gard;"3012";"Nîmes-3";22844;13985;"61,22%";8859;"38,78%";12869;"56,33%";"92,02%";834;"3,65%";"5,96%";282;"1,23%";"2,02%";UG;7388;"32,34%";"57,41%";RN;5481;"23,99%";"42,59%";;;;;;;;;;;;;;;;
"30";Gard;"3013";"Nîmes-4";20914;11722;"56,05%";9192;"43,95%";10958;"52,40%";"93,48%";548;"2,62%";"4,67%";216;"1,03%";"1,84%";UG;6669;"31,89%";"60,86%";RN;4289;"20,51%";"39,14%";;;;;;;;;;;;;;;;
"30";Gard;"3014";"Pont-Saint-Esprit";20163;14279;"70,82%";5884;"29,18%";13026;"64,60%";"91,22%";928;"4,60%";"6,50%";325;"1,61%";"2,28%";UG;5216;"25,87%";"40,04%";RN;7810;"38,73%";"59,96%";;;;;;;;;;;;;;;;
"30";Gard;"3015";Quissac;21561;15433;"71,58%";6128;"28,42%";14127;"65,52%";"91,54%";1008;"4,68%";"6,53%";298;"1,38%";"1,93%";UG;6301;"29,22%";"44,60%";RN;1172;"5,44%";"8,30%";UXD;6654;"30,86%";"47,10%";;;;;;;;;;;;
"30";Gard;"3016";Redessan;25912;18510;"71,43%";7402;"28,57%";16990;"65,57%";"91,79%";1173;"4,53%";"6,34%";347;"1,34%";"1,87%";UG;6129;"23,65%";"36,07%";RN;10861;"41,91%";"63,93%";;;;;;;;;;;;;;;;
"30";Gard;"3017";Roquemaure;20296;14301;"70,46%";5995;"29,54%";13022;"64,16%";"91,06%";986;"4,86%";"6,89%";293;"1,44%";"2,05%";UG;5174;"25,49%";"39,73%";RN;7848;"38,67%";"60,27%";;;;;;;;;;;;;;;;
"30";Gard;"3018";Rousson;25143;17536;"69,75%";7607;"30,25%";16181;"64,36%";"92,27%";976;"3,88%";"5,57%";379;"1,51%";"2,16%";UG;6989;"27,80%";"43,19%";RN;7838;"31,17%";"48,44%";UXD;1354;"5,39%";"8,37%";;;;;;;;;;;;
"30";Gard;"3019";"Saint-Gilles";12670;8712;"68,76%";3958;"31,24%";7846;"61,93%";"90,06%";677;"5,34%";"7,77%";189;"1,49%";"2,17%";UG;2899;"22,88%";"36,95%";RN;1954;"15,42%";"24,90%";UXD;2993;"23,62%";"38,15%";;;;;;;;;;;;
"30";Gard;"3020";Uzès;26807;18908;"70,53%";7899;"29,47%";17279;"64,46%";"91,38%";1293;"4,82%";"6,84%";336;"1,25%";"1,78%";UG;8252;"30,78%";"47,76%";RN;9027;"33,67%";"52,24%";;;;;;;;;;;;;;;;
"30";Gard;"3022";"Le Vigan";19461;14399;"73,99%";5062;"26,01%";13095;"67,29%";"90,94%";925;"4,75%";"6,42%";379;"1,95%";"2,63%";UG;7430;"38,18%";"56,74%";UXD;5665;"29,11%";"43,26%";;;;;;;;;;;;;;;;
"30";Gard;"3023";"Villeneuve-lès-Avignon";28718;20716;"72,14%";8002;"27,86%";18320;"63,79%";"88,43%";1895;"6,60%";"9,15%";501;"1,74%";"2,42%";UG;8257;"28,75%";"45,07%";RN;10063;"35,04%";"54,93%";;;;;;;;;;;;;;;;
"31";"Haute-Garonne";"3101";Auterive;41718;30090;"72,13%";11628;"27,87%";27341;"65,54%";"90,86%";2007;"4,81%";"6,67%";742;"1,78%";"2,47%";UG;12838;"30,77%";"46,96%";RN;338;"0,81%";"1,24%";UXD;14165;"33,95%";"51,81%";;;;;;;;;;;;
"31";"Haute-Garonne";"3102";"Bagnères-de-Luchon";28663;20964;"73,14%";7699;"26,86%";19456;"67,88%";"92,81%";1021;"3,56%";"4,87%";487;"1,70%";"2,32%";UG;10950;"38,20%";"56,28%";RN;8506;"29,68%";"43,72%";;;;;;;;;;;;;;;;
"31";"Haute-Garonne";"3103";Blagnac;38940;27714;"71,17%";11226;"28,83%";26715;"68,61%";"96,40%";730;"1,87%";"2,63%";269;"0,69%";"0,97%";UG;8459;"21,72%";"31,66%";ENS;9455;"24,28%";"35,39%";RN;8801;"22,60%";"32,94%";;;;;;;;;;;;
"31";"Haute-Garonne";"3104";"Castanet-Tolosan";35451;27264;"76,91%";8187;"23,09%";24842;"70,07%";"91,12%";1958;"5,52%";"7,18%";464;"1,31%";"1,70%";UG;16757;"47,27%";"67,45%";RN;8085;"22,81%";"32,55%";;;;;;;;;;;;;;;;
"31";"Haute-Garonne";"3105";Castelginest;41922;29526;"70,43%";12396;"29,57%";28024;"66,85%";"94,91%";1072;"2,56%";"3,63%";430;"1,03%";"1,46%";ENS;15856;"37,82%";"56,58%";RN;12168;"29,03%";"43,42%";;;;;;;;;;;;;;;;
"31";"Haute-Garonne";"3106";Cazères;34694;25138;"72,46%";9556;"27,54%";23502;"67,74%";"93,49%";1125;"3,24%";"4,48%";511;"1,47%";"2,03%";UG;11659;"33,61%";"49,61%";RN;10812;"31,16%";"46,00%";UXD;1031;"2,97%";"4,39%";;;;;;;;;;;;
"31";"Haute-Garonne";"3107";Escalquens;36539;28203;"77,19%";8336;"22,81%";25819;"70,66%";"91,55%";1877;"5,14%";"6,66%";507;"1,39%";"1,80%";UG;15857;"43,40%";"61,42%";RN;9886;"27,06%";"38,29%";UXD;76;"0,21%";"0,29%";;;;;;;;;;;;
"31";"Haute-Garonne";"3108";Léguevin;42200;31072;"73,63%";11128;"26,37%";28668;"67,93%";"92,26%";1817;"4,31%";"5,85%";587;"1,39%";"1,89%";UG;7890;"18,70%";"27,52%";ENS;8141;"19,29%";"28,40%";RN;12637;"29,95%";"44,08%";;;;;;;;;;;;
"31";"Haute-Garonne";"3109";Muret;40676;28307;"69,59%";12369;"30,41%";25665;"63,10%";"90,67%";2023;"4,97%";"7,15%";619;"1,52%";"2,19%";UG;12917;"31,76%";"50,33%";RN;421;"1,04%";"1,64%";UXD;12327;"30,31%";"48,03%";;;;;;;;;;;;
"31";"Haute-Garonne";"3110";Pechbonnieu;36002;27688;"76,91%";8314;"23,09%";26794;"74,42%";"96,77%";657;"1,82%";"2,37%";237;"0,66%";"0,86%";UG;7860;"21,83%";"29,33%";ENS;9092;"25,25%";"33,93%";RN;9842;"27,34%";"36,73%";;;;;;;;;;;;
"31";"Haute-Garonne";"3111";"Plaisance-du-Touch";38421;27971;"72,80%";10450;"27,20%";25475;"66,30%";"91,08%";1917;"4,99%";"6,85%";579;"1,51%";"2,07%";UG;14230;"37,04%";"55,86%";RN;11245;"29,27%";"44,14%";;;;;;;;;;;;;;;;
"31";"Haute-Garonne";"3112";"Portet-sur-Garonne";37930;28000;"73,82%";9930;"26,18%";26919;"70,97%";"96,14%";816;"2,15%";"2,91%";265;"0,70%";"0,95%";UG;11234;"29,62%";"41,73%";ENS;4796;"12,64%";"17,82%";RN;9497;"25,04%";"35,28%";UXD;1392;"3,67%";"5,17%";;;;;;;;
"31";"Haute-Garonne";"3113";Revel;33377;25374;"76,02%";8003;"23,98%";23059;"69,09%";"90,88%";1765;"5,29%";"6,96%";550;"1,65%";"2,17%";UG;12384;"37,10%";"53,71%";RN;10675;"31,98%";"46,29%";;;;;;;;;;;;;;;;
"31";"Haute-Garonne";"3114";"Saint-Gaudens";26464;18201;"68,78%";8263;"31,22%";16951;"64,05%";"93,13%";761;"2,88%";"4,18%";489;"1,85%";"2,69%";UG;8253;"31,19%";"48,69%";RN;8698;"32,87%";"51,31%";;;;;;;;;;;;;;;;
"31";"Haute-Garonne";"3115";"Toulouse-1";3273;1890;"57,75%";1383;"42,25%";1859;"56,80%";"98,36%";21;"0,64%";"1,11%";10;"0,31%";"0,53%";UG;1406;"42,96%";"75,63%";ENS;210;"6,42%";"11,30%";RN;243;"7,42%";"13,07%";;;;;;;;;;;;
"31";"Haute-Garonne";"3116";"Toulouse-2";25126;17742;"70,61%";7384;"29,39%";17322;"68,94%";"97,63%";297;"1,18%";"1,67%";123;"0,49%";"0,69%";UG;9890;"39,36%";"57,10%";ENS;4449;"17,71%";"25,68%";RN;2983;"11,87%";"17,22%";;;;;;;;;;;;
"31";"Haute-Garonne";"3117";"Toulouse-3";25766;18590;"72,15%";7176;"27,85%";18252;"70,84%";"98,18%";256;"0,99%";"1,38%";82;"0,32%";"0,44%";UG;10848;"42,10%";"59,43%";ENS;4805;"18,65%";"26,33%";RN;2599;"10,09%";"14,24%";;;;;;;;;;;;
"31";"Haute-Garonne";"3118";"Toulouse-4";18070;13420;"74,27%";4650;"25,73%";13199;"73,04%";"98,35%";168;"0,93%";"1,25%";53;"0,29%";"0,39%";UG;6521;"36,09%";"49,41%";ENS;4839;"26,78%";"36,66%";RN;1839;"10,18%";"13,93%";;;;;;;;;;;;
"31";"Haute-Garonne";"3119";"Toulouse-5";21302;14535;"68,23%";6767;"31,77%";14249;"66,89%";"98,03%";204;"0,96%";"1,40%";82;"0,38%";"0,56%";UG;9543;"44,80%";"66,97%";ENS;2503;"11,75%";"17,57%";RN;2203;"10,34%";"15,46%";;;;;;;;;;;;
"31";"Haute-Garonne";"3120";"Toulouse-6";11723;7432;"63,40%";4291;"36,60%";7285;"62,14%";"98,02%";97;"0,83%";"1,31%";50;"0,43%";"0,67%";UG;4678;"39,90%";"64,21%";ENS;1196;"10,20%";"16,42%";RN;1411;"12,04%";"19,37%";;;;;;;;;;;;
"31";"Haute-Garonne";"3121";"Toulouse-7";36345;26694;"73,45%";9651;"26,55%";24624;"67,75%";"92,25%";1533;"4,22%";"5,74%";537;"1,48%";"2,01%";UG;15693;"43,18%";"63,73%";ENS;576;"1,58%";"2,34%";RN;8355;"22,99%";"33,93%";;;;;;;;;;;;
"31";"Haute-Garonne";"3122";"Toulouse-8";38676;24886;"64,34%";13790;"35,66%";24225;"62,64%";"97,34%";481;"1,24%";"1,93%";180;"0,47%";"0,72%";UG;11420;"29,53%";"47,14%";ENS;6861;"17,74%";"28,32%";RN;5944;"15,37%";"24,54%";;;;;;;;;;;;
"31";"Haute-Garonne";"3123";"Toulouse-9";37011;26758;"72,30%";10253;"27,70%";26096;"70,51%";"97,53%";467;"1,26%";"1,75%";195;"0,53%";"0,73%";UG;11778;"31,82%";"45,13%";ENS;7640;"20,64%";"29,28%";RN;6678;"18,04%";"25,59%";;;;;;;;;;;;
"31";"Haute-Garonne";"3124";"Toulouse-10";43484;33322;"76,63%";10162;"23,37%";32521;"74,79%";"97,60%";595;"1,37%";"1,79%";206;"0,47%";"0,62%";UG;10678;"24,56%";"32,83%";ENS;13832;"31,81%";"42,53%";RN;8011;"18,42%";"24,63%";;;;;;;;;;;;
"31";"Haute-Garonne";"3125";"Toulouse-11";30225;21321;"70,54%";8904;"29,46%";20863;"69,03%";"97,85%";330;"1,09%";"1,55%";128;"0,42%";"0,60%";UG;10670;"35,30%";"51,14%";ENS;6119;"20,24%";"29,33%";RN;4074;"13,48%";"19,53%";;;;;;;;;;;;
"31";"Haute-Garonne";"3126";Tournefeuille;42067;30299;"72,03%";11768;"27,97%";27343;"65,00%";"90,24%";2327;"5,53%";"7,68%";629;"1,50%";"2,08%";UG;17352;"41,25%";"63,46%";RN;4837;"11,50%";"17,69%";UXD;5154;"12,25%";"18,85%";;;;;;;;;;;;
"31";"Haute-Garonne";"3127";"Villemur-sur-Tarn";34781;25390;"73,00%";9391;"27,00%";24140;"69,41%";"95,08%";907;"2,61%";"3,57%";343;"0,99%";"1,35%";UG;1163;"3,34%";"4,82%";ENS;11891;"34,19%";"49,26%";RN;11086;"31,87%";"45,92%";;;;;;;;;;;;
"32";Gers;"3201";"Adour-Gersoise";7538;5511;"73,11%";2027;"26,89%";5138;"68,16%";"93,23%";255;"3,38%";"4,63%";118;"1,57%";"2,14%";ENS;2849;"37,80%";"55,45%";RN;2289;"30,37%";"44,55%";;;;;;;;;;;;;;;;
"32";Gers;"3202";"Armagnac-Ténarèze";7826;5672;"72,48%";2154;"27,52%";5398;"68,98%";"95,17%";186;"2,38%";"3,28%";88;"1,12%";"1,55%";DVG;2910;"37,18%";"53,91%";RN;2488;"31,79%";"46,09%";;;;;;;;;;;;;;;;
"32";Gers;"3203";"Astarac-Gimone";7077;5299;"74,88%";1778;"25,12%";4906;"69,32%";"92,58%";265;"3,74%";"5,00%";128;"1,81%";"2,42%";ENS;2752;"38,89%";"56,09%";RN;2154;"30,44%";"43,91%";;;;;;;;;;;;;;;;
"32";Gers;"3204";"Auch-1";8178;6096;"74,54%";2082;"25,46%";5608;"68,57%";"91,99%";318;"3,89%";"5,22%";170;"2,08%";"2,79%";ENS;3736;"45,68%";"66,62%";RN;1872;"22,89%";"33,38%";;;;;;;;;;;;;;;;
"32";Gers;"3205";"Auch-2";7777;5721;"73,56%";2056;"26,44%";5362;"68,95%";"93,72%";250;"3,21%";"4,37%";109;"1,40%";"1,91%";DVG;908;"11,68%";"16,93%";ENS;2502;"32,17%";"46,66%";RN;1952;"25,10%";"36,40%";;;;;;;;;;;;
"32";Gers;"3206";"Auch-3";7267;5062;"69,66%";2205;"30,34%";4644;"63,91%";"91,74%";297;"4,09%";"5,87%";121;"1,67%";"2,39%";ENS;3000;"41,28%";"64,60%";RN;1644;"22,62%";"35,40%";;;;;;;;;;;;;;;;
"32";Gers;"3207";"Baïse-Armagnac";8720;6271;"71,92%";2449;"28,08%";5990;"68,69%";"95,52%";196;"2,25%";"3,13%";85;"0,97%";"1,36%";DVG;3502;"40,16%";"58,46%";RN;2488;"28,53%";"41,54%";;;;;;;;;;;;;;;;
"32";Gers;"3208";Fezensac;7151;5416;"75,74%";1735;"24,26%";5076;"70,98%";"93,72%";211;"2,95%";"3,90%";129;"1,80%";"2,38%";DVG;2734;"38,23%";"53,86%";ENS;239;"3,34%";"4,71%";RN;2103;"29,41%";"41,43%";;;;;;;;;;;;
"32";Gers;"3209";"Fleurance-Lomagne";10544;7591;"71,99%";2953;"28,01%";7359;"69,79%";"96,94%";148;"1,40%";"1,95%";84;"0,80%";"1,11%";DVG;4569;"43,33%";"62,09%";RN;2790;"26,46%";"37,91%";;;;;;;;;;;;;;;;
"32";Gers;"3210";"Gascogne-Auscitaine";7595;5906;"77,76%";1689;"22,24%";5505;"72,48%";"93,21%";288;"3,79%";"4,88%";113;"1,49%";"1,91%";DVG;1440;"18,96%";"26,16%";ENS;1809;"23,82%";"32,86%";RN;2256;"29,70%";"40,98%";;;;;;;;;;;;
"32";Gers;"3211";"Gimone-Arrats";10906;8244;"75,59%";2662;"24,41%";7902;"72,46%";"95,85%";240;"2,20%";"2,91%";102;"0,94%";"1,24%";DVG;4912;"45,04%";"62,16%";RN;2990;"27,42%";"37,84%";;;;;;;;;;;;;;;;
