"Code département";"Libellé département";"Code canton";"Libellé canton";Inscrits;Votants;"% Votants";Abstentions;"% Abstentions";Exprimés;"% Exprimés/inscrits";"% Exprimés/votants";Blancs;"% Blancs/inscrits";"% Blancs/votants";Nuls;"% Nuls/inscrits";"% Nuls/votants";"Nuance candidat 1";"Voix 1";"% Voix/inscrits 1";"% Voix/exprimés 1";"Nuance candidat 2";"Voix 2";"% Voix/inscrits 2";"% Voix/exprimés 2";"Nuance candidat 3";"Voix 3";"% Voix/inscrits 3";"% Voix/exprimés 3";"Nuance candidat 4";"Voix 4";"% Voix/inscrits 4";"% Voix/exprimés 4";"Nuance candidat 5";"Voix 5";"% Voix/inscrits 5";"% Voix/exprimés 5";"Nuance candidat 6";"Voix 6";"% Voix/inscrits 6";"% Voix/exprimés 6"
"80";Somme;"8017";Gamaches;17872;12446;"69,64%";5426;"30,36%";11895;"66,56%";"95,57%";400;"2,24%";"3,21%";151;"0,84%";"1,21%";LR;5215;"29,18%";"43,84%";RN;6680;"37,38%";"56,16%";;;;;;;;;;;;;;;;
"80";Somme;"8019";Moreuil;9446;6313;"66,83%";3133;"33,17%";5918;"62,65%";"93,74%";308;"3,26%";"4,88%";87;"0,92%";"1,38%";UG;66;"0,70%";"1,12%";ENS;2308;"24,43%";"39,00%";RN;3544;"37,52%";"59,89%";;;;;;;;;;;;
"80";Somme;"8021";"Poix-de-Picardie";15912;11296;"70,99%";4616;"29,01%";10700;"67,24%";"94,72%";448;"2,82%";"3,97%";148;"0,93%";"1,31%";ENS;2734;"17,18%";"25,55%";LR;1580;"9,93%";"14,77%";RN;6386;"40,13%";"59,68%";;;;;;;;;;;;
"80";Somme;"8022";Roye;10047;6525;"64,94%";3522;"35,06%";6190;"61,61%";"94,87%";262;"2,61%";"4,02%";73;"0,73%";"1,12%";ENS;2338;"23,27%";"37,77%";RN;3852;"38,34%";"62,23%";;;;;;;;;;;;;;;;
"80";Somme;"8023";Rue;20087;14369;"71,53%";5718;"28,47%";13697;"68,19%";"95,32%";502;"2,50%";"3,49%";170;"0,85%";"1,18%";UG;1634;"8,13%";"11,93%";LR;4349;"21,65%";"31,75%";RN;7714;"38,40%";"56,32%";;;;;;;;;;;;
"81";Tarn;"8101";"Albi-1";10286;6906;"67,14%";3380;"32,86%";6586;"64,03%";"95,37%";202;"1,96%";"2,92%";118;"1,15%";"1,71%";UG;228;"2,22%";"3,46%";DVC;4202;"40,85%";"63,80%";RN;2156;"20,96%";"32,74%";;;;;;;;;;;;
"81";Tarn;"8102";"Albi-2";14792;10817;"73,13%";3975;"26,87%";10304;"69,66%";"95,26%";353;"2,39%";"3,26%";160;"1,08%";"1,48%";UG;22;"0,15%";"0,21%";DVC;6520;"44,08%";"63,28%";RN;3762;"25,43%";"36,51%";;;;;;;;;;;;
"81";Tarn;"8103";"Albi-3";14350;10431;"72,69%";3919;"27,31%";9114;"63,51%";"87,37%";978;"6,82%";"9,38%";339;"2,36%";"3,25%";UG;4132;"28,79%";"45,34%";DVC;690;"4,81%";"7,57%";RN;4292;"29,91%";"47,09%";;;;;;;;;;;;
"81";Tarn;"8104";"Albi-4";13499;9203;"68,18%";4296;"31,82%";8085;"59,89%";"87,85%";814;"6,03%";"8,84%";304;"2,25%";"3,30%";UG;4474;"33,14%";"55,34%";RN;3611;"26,75%";"44,66%";;;;;;;;;;;;;;;;
"81";Tarn;"8105";"Carmaux-1 Le Ségala";13753;10105;"73,47%";3648;"26,53%";9054;"65,83%";"89,60%";661;"4,81%";"6,54%";390;"2,84%";"3,86%";UG;3353;"24,38%";"37,03%";DVC;1023;"7,44%";"11,30%";RN;4678;"34,01%";"51,67%";;;;;;;;;;;;
"81";Tarn;"8106";"Carmaux-2 Vallée du Cérou";14286;10295;"72,06%";3991;"27,94%";9157;"64,10%";"88,95%";719;"5,03%";"6,98%";419;"2,93%";"4,07%";UG;4570;"31,99%";"49,91%";RN;4587;"32,11%";"50,09%";;;;;;;;;;;;;;;;
"81";Tarn;"8107";"Castres-1";12325;8189;"66,44%";4136;"33,56%";7768;"63,03%";"94,86%";285;"2,31%";"3,48%";136;"1,10%";"1,66%";ENS;3532;"28,66%";"45,47%";DVC;820;"6,65%";"10,56%";RN;574;"4,66%";"7,39%";UXD;2842;"23,06%";"36,59%";;;;;;;;
"81";Tarn;"8108";"Castres-2";11895;8449;"71,03%";3446;"28,97%";7982;"67,10%";"94,47%";301;"2,53%";"3,56%";166;"1,40%";"1,96%";ENS;588;"4,94%";"7,37%";DVC;3399;"28,58%";"42,58%";RN;3350;"28,16%";"41,97%";UXD;645;"5,42%";"8,08%";;;;;;;;
"81";Tarn;"8109";"Castres-3";11345;7212;"63,57%";4133;"36,43%";6896;"60,78%";"95,62%";213;"1,88%";"2,95%";103;"0,91%";"1,43%";ENS;900;"7,93%";"13,05%";DVC;2897;"25,54%";"42,01%";RN;2437;"21,48%";"35,34%";UXD;662;"5,84%";"9,60%";;;;;;;;
"81";Tarn;"8110";"Les Deux Rives";11856;8987;"75,80%";2869;"24,20%";7759;"65,44%";"86,34%";891;"7,52%";"9,91%";337;"2,84%";"3,75%";UG;3607;"30,42%";"46,49%";RN;4152;"35,02%";"53,51%";;;;;;;;;;;;;;;;
"81";Tarn;"8111";Gaillac;12778;8892;"69,59%";3886;"30,41%";7887;"61,72%";"88,70%";670;"5,24%";"7,53%";335;"2,62%";"3,77%";UG;4064;"31,80%";"51,53%";RN;3823;"29,92%";"48,47%";;;;;;;;;;;;;;;;
"81";Tarn;"8112";Graulhet;12912;8553;"66,24%";4359;"33,76%";7671;"59,41%";"89,69%";644;"4,99%";"7,53%";238;"1,84%";"2,78%";UG;3529;"27,33%";"46,00%";RN;4142;"32,08%";"54,00%";;;;;;;;;;;;;;;;
"81";Tarn;"8113";"Le Haut Dadou";14085;10628;"75,46%";3457;"24,54%";10076;"71,54%";"94,81%";339;"2,41%";"3,19%";213;"1,51%";"2,00%";DVC;5311;"37,71%";"52,71%";RN;4765;"33,83%";"47,29%";;;;;;;;;;;;;;;;
"81";Tarn;"8114";"Les Hautes Terres d'Oc";10920;8117;"74,33%";2803;"25,67%";7601;"69,61%";"93,64%";351;"3,21%";"4,32%";165;"1,51%";"2,03%";DVC;3693;"33,82%";"48,59%";RN;3908;"35,79%";"51,41%";;;;;;;;;;;;;;;;
"81";Tarn;"8115";"Lavaur Cocagne";14658;10720;"73,13%";3938;"26,87%";10065;"68,67%";"93,89%";424;"2,89%";"3,96%";231;"1,58%";"2,15%";ENS;5664;"38,64%";"56,27%";UXD;4401;"30,02%";"43,73%";;;;;;;;;;;;;;;;
"81";Tarn;"8116";"Mazamet-1";13159;9271;"70,45%";3888;"29,55%";8722;"66,28%";"94,08%";387;"2,94%";"4,17%";162;"1,23%";"1,75%";ENS;4346;"33,03%";"49,83%";UXD;4376;"33,25%";"50,17%";;;;;;;;;;;;;;;;
"81";Tarn;"8117";"Mazamet-2 Vallée du Thoré";12837;8975;"69,92%";3862;"30,08%";8349;"65,04%";"93,03%";403;"3,14%";"4,49%";223;"1,74%";"2,48%";ENS;3754;"29,24%";"44,96%";UXD;4595;"35,79%";"55,04%";;;;;;;;;;;;;;;;
"81";Tarn;"8118";"La Montagne noire";12057;8678;"71,97%";3379;"28,03%";8106;"67,23%";"93,41%";388;"3,22%";"4,47%";184;"1,53%";"2,12%";ENS;3983;"33,03%";"49,14%";UXD;4123;"34,20%";"50,86%";;;;;;;;;;;;;;;;
"81";Tarn;"8119";"Le Pastel";13600;10004;"73,56%";3596;"26,44%";9322;"68,54%";"93,18%";457;"3,36%";"4,57%";225;"1,65%";"2,25%";ENS;4115;"30,26%";"44,14%";UXD;5207;"38,29%";"55,86%";;;;;;;;;;;;;;;;
"81";Tarn;"8120";"Plaine de l'Agoût";12825;9731;"75,88%";3094;"24,12%";9057;"70,62%";"93,07%";436;"3,40%";"4,48%";238;"1,86%";"2,45%";ENS;4484;"34,96%";"49,51%";UXD;4573;"35,66%";"50,49%";;;;;;;;;;;;;;;;
"81";Tarn;"8121";"Les Portes du Tarn";14316;10661;"74,47%";3655;"25,53%";9897;"69,13%";"92,83%";569;"3,97%";"5,34%";195;"1,36%";"1,83%";UG;996;"6,96%";"10,06%";ENS;4761;"33,26%";"48,11%";RN;842;"5,88%";"8,51%";UXD;3298;"23,04%";"33,32%";;;;;;;;
"81";Tarn;"8122";"Saint-Juéry";12105;9099;"75,17%";3006;"24,83%";8449;"69,80%";"92,86%";447;"3,69%";"4,91%";203;"1,68%";"2,23%";UG;592;"4,89%";"7,01%";DVC;3974;"32,83%";"47,04%";RN;3883;"32,08%";"45,96%";;;;;;;;;;;;
"81";Tarn;"8123";"Vignobles et Bastides";15822;11926;"75,38%";3896;"24,62%";10665;"67,41%";"89,43%";876;"5,54%";"7,35%";385;"2,43%";"3,23%";UG;5880;"37,16%";"55,13%";RN;4785;"30,24%";"44,87%";;;;;;;;;;;;;;;;
"82";"Tarn-et-Garonne";"8201";"Aveyron-Lère";14867;10596;"71,27%";4271;"28,73%";10086;"67,84%";"95,19%";324;"2,18%";"3,06%";186;"1,25%";"1,76%";UG;4703;"31,63%";"46,63%";UXD;5383;"36,21%";"53,37%";;;;;;;;;;;;;;;;
"82";"Tarn-et-Garonne";"8202";"Beaumont-de-Lomagne";10153;7410;"72,98%";2743;"27,02%";6464;"63,67%";"87,23%";654;"6,44%";"8,83%";292;"2,88%";"3,94%";UG;2439;"24,02%";"37,73%";RN;4025;"39,64%";"62,27%";;;;;;;;;;;;;;;;
"82";"Tarn-et-Garonne";"8203";Castelsarrasin;14777;9724;"65,80%";5053;"34,20%";8684;"58,77%";"89,30%";710;"4,80%";"7,30%";330;"2,23%";"3,39%";UG;2947;"19,94%";"33,94%";RN;5737;"38,82%";"66,06%";;;;;;;;;;;;;;;;
"82";"Tarn-et-Garonne";"8204";"Garonne-Lomagne-Brulhois";10124;7200;"71,12%";2924;"28,88%";6296;"62,19%";"87,44%";652;"6,44%";"9,06%";252;"2,49%";"3,50%";UG;2098;"20,72%";"33,32%";RN;4198;"41,47%";"66,68%";;;;;;;;;;;;;;;;
"82";"Tarn-et-Garonne";"8205";Moissac;9715;6400;"65,88%";3315;"34,12%";5752;"59,21%";"89,88%";381;"3,92%";"5,95%";267;"2,75%";"4,17%";UG;2355;"24,24%";"40,94%";RN;3397;"34,97%";"59,06%";;;;;;;;;;;;;;;;
"82";"Tarn-et-Garonne";"8206";"Montauban-1";14594;9973;"68,34%";4621;"31,66%";9439;"64,68%";"94,65%";369;"2,53%";"3,70%";165;"1,13%";"1,65%";UG;4636;"31,77%";"49,12%";UXD;4803;"32,91%";"50,88%";;;;;;;;;;;;;;;;
"82";"Tarn-et-Garonne";"8207";"Montauban-2";13568;9422;"69,44%";4146;"30,56%";8915;"65,71%";"94,62%";353;"2,60%";"3,75%";154;"1,14%";"1,63%";UG;4714;"34,74%";"52,88%";UXD;4201;"30,96%";"47,12%";;;;;;;;;;;;;;;;
"82";"Tarn-et-Garonne";"8208";"Montauban-3";13459;9559;"71,02%";3900;"28,98%";9036;"67,14%";"94,53%";392;"2,91%";"4,10%";131;"0,97%";"1,37%";UG;4859;"36,10%";"53,77%";UXD;4177;"31,03%";"46,23%";;;;;;;;;;;;;;;;
"82";"Tarn-et-Garonne";"8209";Montech;16545;11701;"70,72%";4844;"29,28%";10348;"62,54%";"88,44%";1020;"6,17%";"8,72%";333;"2,01%";"2,85%";UG;3998;"24,16%";"38,64%";RN;6350;"38,38%";"61,36%";;;;;;;;;;;;;;;;
"82";"Tarn-et-Garonne";"8210";"Pays de Serres Sud-Quercy";9745;7274;"74,64%";2471;"25,36%";6510;"66,80%";"89,50%";571;"5,86%";"7,85%";193;"1,98%";"2,65%";UG;2842;"29,16%";"43,66%";RN;2295;"23,55%";"35,25%";UXD;1373;"14,09%";"21,09%";;;;;;;;;;;;
"82";"Tarn-et-Garonne";"8211";"Quercy-Aveyron";12030;8742;"72,67%";3288;"27,33%";8254;"68,61%";"94,42%";331;"2,75%";"3,79%";157;"1,31%";"1,80%";UG;3417;"28,40%";"41,40%";UXD;4837;"40,21%";"58,60%";;;;;;;;;;;;;;;;
"82";"Tarn-et-Garonne";"8212";"Quercy-Rouergue";11155;8368;"75,02%";2787;"24,98%";7923;"71,03%";"94,68%";294;"2,64%";"3,51%";151;"1,35%";"1,80%";UG;4164;"37,33%";"52,56%";UXD;3759;"33,70%";"47,44%";;;;;;;;;;;;;;;;
"82";"Tarn-et-Garonne";"8213";"Tarn-Tescou-Quercy vert";15152;10902;"71,95%";4250;"28,05%";10100;"66,66%";"92,64%";597;"3,94%";"5,48%";205;"1,35%";"1,88%";UG;4298;"28,37%";"42,55%";RN;1941;"12,81%";"19,22%";UXD;3861;"25,48%";"38,23%";;;;;;;;;;;;
"82";"Tarn-et-Garonne";"8214";Valence;9380;6709;"71,52%";2671;"28,48%";5891;"62,80%";"87,81%";555;"5,92%";"8,27%";263;"2,80%";"3,92%";UG;2175;"23,19%";"36,92%";RN;3716;"39,62%";"63,08%";;;;;;;;;;;;;;;;
"82";"Tarn-et-Garonne";"8215";"Verdun-sur-Garonne";15358;10891;"70,91%";4467;"29,09%";9690;"63,09%";"88,97%";920;"5,99%";"8,45%";281;"1,83%";"2,58%";UG;4334;"28,22%";"44,73%";RN;5356;"34,87%";"55,27%";;;;;;;;;;;;;;;;
"83";Var;"8302";"La Crau";30700;21402;"69,71%";9298;"30,29%";20605;"67,12%";"96,28%";587;"1,91%";"2,74%";210;"0,68%";"0,98%";ENS;8895;"28,97%";"43,17%";RN;11710;"38,14%";"56,83%";;;;;;;;;;;;;;;;
"83";Var;"8306";"La Garde";37932;25663;"67,66%";12269;"32,34%";24616;"64,90%";"95,92%";771;"2,03%";"3,00%";276;"0,73%";"1,08%";ENS;11919;"31,42%";"48,42%";RN;12697;"33,47%";"51,58%";;;;;;;;;;;;;;;;
"83";Var;"8308";Hyères;34651;22938;"66,20%";11713;"33,80%";22052;"63,64%";"96,14%";663;"1,91%";"2,89%";223;"0,64%";"0,97%";ENS;10729;"30,96%";"48,65%";RN;11323;"32,68%";"51,35%";;;;;;;;;;;;;;;;
"83";Var;"8310";Ollioules;23816;16237;"68,18%";7579;"31,82%";15617;"65,57%";"96,18%";474;"1,99%";"2,92%";146;"0,61%";"0,90%";ENS;6861;"28,81%";"43,93%";RN;8756;"36,77%";"56,07%";;;;;;;;;;;;;;;;
"83";Var;"8316";"La Seyne-sur-Mer-1";37385;22375;"59,85%";15010;"40,15%";21273;"56,90%";"95,07%";834;"2,23%";"3,73%";268;"0,72%";"1,20%";ENS;10123;"27,08%";"47,59%";RN;11150;"29,82%";"52,41%";;;;;;;;;;;;;;;;
"83";Var;"8317";"La Seyne-sur-Mer-2";42570;29058;"68,26%";13512;"31,74%";27697;"65,06%";"95,32%";1081;"2,54%";"3,72%";280;"0,66%";"0,96%";ENS;11560;"27,16%";"41,74%";RN;16137;"37,91%";"58,26%";;;;;;;;;;;;;;;;
"83";Var;"8319";"Toulon-1";21144;12443;"58,85%";8701;"41,15%";11999;"56,75%";"96,43%";327;"1,55%";"2,63%";117;"0,55%";"0,94%";ENS;6396;"30,25%";"53,30%";RN;5603;"26,50%";"46,70%";;;;;;;;;;;;;;;;
"83";Var;"8320";"Toulon-2";4084;2381;"58,30%";1703;"41,70%";2293;"56,15%";"96,30%";65;"1,59%";"2,73%";23;"0,56%";"0,97%";ENS;1105;"27,06%";"48,19%";RN;1188;"29,09%";"51,81%";;;;;;;;;;;;;;;;
"83";Var;"8321";"Toulon-3";12161;8348;"68,65%";3813;"31,35%";8067;"66,34%";"96,63%";220;"1,81%";"2,64%";61;"0,50%";"0,73%";ENS;4362;"35,87%";"54,07%";RN;3705;"30,47%";"45,93%";;;;;;;;;;;;;;;;
"83";Var;"8322";"Toulon-4";33734;22111;"65,55%";11623;"34,45%";21377;"63,37%";"96,68%";572;"1,70%";"2,59%";162;"0,48%";"0,73%";ENS;11251;"33,35%";"52,63%";RN;10126;"30,02%";"47,37%";;;;;;;;;;;;;;;;
"84";Vaucluse;"8401";APT;24454;17430;"71,28%";7024;"28,72%";15812;"64,66%";"90,72%";1263;"5,16%";"7,25%";355;"1,45%";"2,04%";UG;7365;"30,12%";"46,58%";RN;8447;"34,54%";"53,42%";;;;;;;;;;;;;;;;
"84";Vaucluse;"8402";"Avignon-1";17311;9971;"57,60%";7340;"42,40%";9218;"53,25%";"92,45%";556;"3,21%";"5,58%";197;"1,14%";"1,98%";UG;6303;"36,41%";"68,38%";RN;2915;"16,84%";"31,62%";;;;;;;;;;;;;;;;
"84";Vaucluse;"8403";"Avignon-2";21603;13501;"62,50%";8102;"37,50%";11947;"55,30%";"88,49%";1212;"5,61%";"8,98%";342;"1,58%";"2,53%";UG;7214;"33,39%";"60,38%";RN;4733;"21,91%";"39,62%";;;;;;;;;;;;;;;;
"84";Vaucluse;"8404";"Avignon-3";24553;15671;"63,83%";8882;"36,17%";14132;"57,56%";"90,18%";1166;"4,75%";"7,44%";373;"1,52%";"2,38%";UG;6739;"27,45%";"47,69%";RN;7393;"30,11%";"52,31%";;;;;;;;;;;;;;;;
"84";Vaucluse;"8405";Bollène;24808;16277;"65,61%";8531;"34,39%";14771;"59,54%";"90,75%";1150;"4,64%";"7,07%";356;"1,44%";"2,19%";UG;4947;"19,94%";"33,49%";RN;9824;"39,60%";"66,51%";;;;;;;;;;;;;;;;
"84";Vaucluse;"8406";Carpentras;16451;10475;"63,67%";5976;"36,33%";9696;"58,94%";"92,56%";553;"3,36%";"5,28%";226;"1,37%";"2,16%";UG;3932;"23,90%";"40,55%";RN;5764;"35,04%";"59,45%";;;;;;;;;;;;;;;;
"84";Vaucluse;"8407";Cavaillon;21352;13625;"63,81%";7727;"36,19%";12752;"59,72%";"93,59%";659;"3,09%";"4,84%";214;"1,00%";"1,57%";UG;5200;"24,35%";"40,78%";RN;7552;"35,37%";"59,22%";;;;;;;;;;;;;;;;
"84";Vaucluse;"8408";"Cheval-Blanc";26295;19015;"72,31%";7280;"27,69%";17461;"66,40%";"91,83%";1205;"4,58%";"6,34%";349;"1,33%";"1,84%";UG;7630;"29,02%";"43,70%";RN;9831;"37,39%";"56,30%";;;;;;;;;;;;;;;;
"84";Vaucluse;"8409";"L'Isle-sur-la-Sorgue";27053;18264;"67,51%";8789;"32,49%";16738;"61,87%";"91,64%";1163;"4,30%";"6,37%";363;"1,34%";"1,99%";UG;7400;"27,35%";"44,21%";RN;9338;"34,52%";"55,79%";;;;;;;;;;;;;;;;
"84";Vaucluse;"8410";Monteux;9304;6473;"69,57%";2831;"30,43%";5824;"62,60%";"89,97%";501;"5,38%";"7,74%";148;"1,59%";"2,29%";UG;2021;"21,72%";"34,70%";RN;3803;"40,87%";"65,30%";;;;;;;;;;;;;;;;
"84";Vaucluse;"8411";Orange;25426;16898;"66,46%";8528;"33,54%";15032;"59,12%";"88,96%";1763;"6,93%";"10,43%";103;"0,41%";"0,61%";UG;4786;"18,82%";"31,84%";RN;10246;"40,30%";"68,16%";;;;;;;;;;;;;;;;
"84";Vaucluse;"8412";"Pernes-les-Fontaines";11164;8157;"73,07%";3007;"26,93%";7471;"66,92%";"91,59%";522;"4,68%";"6,40%";164;"1,47%";"2,01%";UG;3247;"29,08%";"43,46%";RN;4224;"37,84%";"56,54%";;;;;;;;;;;;;;;;
"84";Vaucluse;"8413";Pertuis;31649;21797;"68,87%";9852;"31,13%";20062;"63,39%";"92,04%";1362;"4,30%";"6,25%";373;"1,18%";"1,71%";UG;9642;"30,47%";"48,06%";RN;10420;"32,92%";"51,94%";;;;;;;;;;;;;;;;
"84";Vaucluse;"8414";"Le Pontet";16230;11022;"67,91%";5208;"32,09%";9970;"61,43%";"90,46%";781;"4,81%";"7,09%";271;"1,67%";"2,46%";UG;4028;"24,82%";"40,40%";RN;5942;"36,61%";"59,60%";;;;;;;;;;;;;;;;
"84";Vaucluse;"8415";Sorgues;5213;3583;"68,73%";1630;"31,27%";3178;"60,96%";"88,70%";309;"5,93%";"8,62%";96;"1,84%";"2,68%";UG;910;"17,46%";"28,63%";RN;2268;"43,51%";"71,37%";;;;;;;;;;;;;;;;
"84";Vaucluse;"8416";"Vaison-la-Romaine";23519;16736;"71,16%";6783;"28,84%";14617;"62,15%";"87,34%";1630;"6,93%";"9,74%";489;"2,08%";"2,92%";UG;5649;"24,02%";"38,65%";RN;8968;"38,13%";"61,35%";;;;;;;;;;;;;;;;
"84";Vaucluse;"8417";Valréas;9764;6782;"69,46%";2982;"30,54%";6046;"61,92%";"89,15%";572;"5,86%";"8,43%";164;"1,68%";"2,42%";UG;2258;"23,13%";"37,35%";RN;3788;"38,80%";"62,65%";;;;;;;;;;;;;;;;
"85";Vendée;"8501";Aizenay;36712;26319;"71,69%";10393;"28,31%";24847;"67,68%";"94,41%";1044;"2,84%";"3,97%";428;"1,17%";"1,63%";ENS;15501;"42,22%";"62,39%";UXD;9346;"25,46%";"37,61%";;;;;;;;;;;;;;;;
"85";Vendée;"8502";Challans;39764;27223;"68,46%";12541;"31,54%";25832;"64,96%";"94,89%";931;"2,34%";"3,42%";460;"1,16%";"1,69%";ENS;13696;"34,44%";"53,02%";UXD;12136;"30,52%";"46,98%";;;;;;;;;;;;;;;;
"85";Vendée;"8503";Chantonnay;32978;23298;"70,65%";9680;"29,35%";22079;"66,95%";"94,77%";873;"2,65%";"3,75%";346;"1,05%";"1,49%";UG;191;"0,58%";"0,87%";ENS;12702;"38,52%";"57,53%";DVD;780;"2,37%";"3,53%";RN;4503;"13,65%";"20,39%";UXD;3903;"11,84%";"17,68%";;;;
"85";Vendée;"8504";"La Châtaigneraie";23203;16136;"69,54%";7067;"30,46%";15455;"66,61%";"95,78%";472;"2,03%";"2,93%";209;"0,90%";"1,30%";ENS;9081;"39,14%";"58,76%";RN;6374;"27,47%";"41,24%";;;;;;;;;;;;;;;;
"85";Vendée;"8505";"Fontenay-le-Comte";32757;23209;"70,85%";9548;"29,15%";22075;"67,39%";"95,11%";841;"2,57%";"3,62%";293;"0,89%";"1,26%";ENS;13698;"41,82%";"62,05%";RN;8377;"25,57%";"37,95%";;;;;;;;;;;;;;;;
"85";Vendée;"8506";"Les Herbiers";34075;23561;"69,14%";10514;"30,86%";23039;"67,61%";"97,78%";419;"1,23%";"1,78%";103;"0,30%";"0,44%";UG;3682;"10,81%";"15,98%";ENS;3958;"11,62%";"17,18%";DVD;10024;"29,42%";"43,51%";RN;5375;"15,77%";"23,33%";;;;;;;;
"85";Vendée;"8507";"L'Ile-d'Yeu";4300;2927;"68,07%";1373;"31,93%";2752;"64,00%";"94,02%";110;"2,56%";"3,76%";65;"1,51%";"2,22%";ENS;1735;"40,35%";"63,05%";UXD;1017;"23,65%";"36,95%";;;;;;;;;;;;;;;;
"85";Vendée;"8508";Luçon;26086;17735;"67,99%";8351;"32,01%";16928;"64,89%";"95,45%";564;"2,16%";"3,18%";243;"0,93%";"1,37%";ENS;8643;"33,13%";"51,06%";RN;8285;"31,76%";"48,94%";;;;;;;;;;;;;;;;
"85";Vendée;"8509";"Mareuil-sur-Lay-Dissais";28761;20316;"70,64%";8445;"29,36%";19400;"67,45%";"95,49%";662;"2,30%";"3,26%";254;"0,88%";"1,25%";ENS;10715;"37,26%";"55,23%";RN;8685;"30,20%";"44,77%";;;;;;;;;;;;;;;;
"85";Vendée;"8510";"Montaigu-Vendée";36777;25718;"69,93%";11059;"30,07%";25201;"68,52%";"97,99%";383;"1,04%";"1,49%";134;"0,36%";"0,52%";UG;4562;"12,40%";"18,10%";ENS;3239;"8,81%";"12,85%";DVD;10995;"29,90%";"43,63%";RN;6405;"17,42%";"25,42%";;;;;;;;
"85";Vendée;"8511";"Mortagne-sur-Sèvre";31408;22181;"70,62%";9227;"29,38%";21766;"69,30%";"98,13%";292;"0,93%";"1,32%";123;"0,39%";"0,55%";UG;3735;"11,89%";"17,16%";ENS;3366;"10,72%";"15,46%";DVD;9269;"29,51%";"42,58%";RN;5396;"17,18%";"24,79%";;;;;;;;
"85";Vendée;"8512";"La Roche-sur-Yon-1";31418;21669;"68,97%";9749;"31,03%";20415;"64,98%";"94,21%";907;"2,89%";"4,19%";347;"1,10%";"1,60%";ENS;14178;"45,13%";"69,45%";RN;525;"1,67%";"2,57%";UXD;5712;"18,18%";"27,98%";;;;;;;;;;;;
"85";Vendée;"8513";"La Roche-sur-Yon-2";32246;21947;"68,06%";10299;"31,94%";20833;"64,61%";"94,92%";758;"2,35%";"3,45%";356;"1,10%";"1,62%";ENS;14778;"45,83%";"70,94%";RN;6031;"18,70%";"28,95%";UXD;24;"0,07%";"0,12%";;;;;;;;;;;;
"85";Vendée;"8514";"Les Sables-d'Olonne";41873;29805;"71,18%";12068;"28,82%";28495;"68,05%";"95,60%";942;"2,25%";"3,16%";368;"0,88%";"1,23%";ENS;17065;"40,75%";"59,89%";UXD;11430;"27,30%";"40,11%";;;;;;;;;;;;;;;;
"85";Vendée;"8515";"Saint-Hilaire-de-Riez";45302;32913;"72,65%";12389;"27,35%";31183;"68,83%";"94,74%";1199;"2,65%";"3,64%";531;"1,17%";"1,61%";ENS;17628;"38,91%";"56,53%";UXD;13555;"29,92%";"43,47%";;;;;;;;;;;;;;;;
"85";Vendée;"8516";"Saint-Jean-de-Monts";39139;27726;"70,84%";11413;"29,16%";26286;"67,16%";"94,81%";974;"2,49%";"3,51%";466;"1,19%";"1,68%";ENS;13889;"35,49%";"52,84%";UXD;12397;"31,67%";"47,16%";;;;;;;;;;;;;;;;
"85";Vendée;"8517";"Talmont-Saint-Hilaire";43666;31718;"72,64%";11948;"27,36%";30268;"69,32%";"95,43%";1074;"2,46%";"3,39%";376;"0,86%";"1,19%";ENS;16222;"37,15%";"53,59%";RN;11915;"27,29%";"39,37%";UXD;2131;"4,88%";"7,04%";;;;;;;;;;;;
"86";Vienne;"8601";"Chasseneuil-du-Poitou";17674;13254;"74,99%";4420;"25,01%";12872;"72,83%";"97,12%";301;"1,70%";"2,27%";81;"0,46%";"0,61%";UG;5181;"29,31%";"40,25%";HOR;3794;"21,47%";"29,47%";RN;3897;"22,05%";"30,28%";;;;;;;;;;;;
"86";Vienne;"8602";"Châtellerault-1";18713;11997;"64,11%";6716;"35,89%";11444;"61,16%";"95,39%";387;"2,07%";"3,23%";166;"0,89%";"1,38%";ENS;6372;"34,05%";"55,68%";RN;5072;"27,10%";"44,32%";;;;;;;;;;;;;;;;
"86";Vienne;"8603";"Châtellerault-2";19323;12668;"65,56%";6655;"34,44%";12077;"62,50%";"95,33%";411;"2,13%";"3,24%";180;"0,93%";"1,42%";ENS;6323;"32,72%";"52,36%";RN;5754;"29,78%";"47,64%";;;;;;;;;;;;;;;;
"86";Vienne;"8604";"Châtellerault-3";15772;10631;"67,40%";5141;"32,60%";10128;"64,22%";"95,27%";340;"2,16%";"3,20%";163;"1,03%";"1,53%";ENS;6088;"38,60%";"60,11%";RN;4040;"25,62%";"39,89%";;;;;;;;;;;;;;;;
"86";Vienne;"8605";Chauvigny;16588;11663;"70,31%";4925;"29,69%";10985;"66,22%";"94,19%";463;"2,79%";"3,97%";215;"1,30%";"1,84%";ENS;5988;"36,10%";"54,51%";RN;4997;"30,12%";"45,49%";;;;;;;;;;;;;;;;
"86";Vienne;"8606";Civray;13132;9198;"70,04%";3934;"29,96%";8670;"66,02%";"94,26%";369;"2,81%";"4,01%";159;"1,21%";"1,73%";ENS;4621;"35,19%";"53,30%";RN;4049;"30,83%";"46,70%";;;;;;;;;;;;;;;;
